BioSample	country
SAMN02419667	Belarus
SAMN02419668	Belarus
SAMN02419669	Belarus
SAMN02419670	Belarus
SAMN02419671	Belarus
SAMN02419672	Belarus
SAMN02419673	Belarus
SAMN02419674	Belarus
SAMN02419675	Belarus
SAMN02419676	Belarus
SAMN02419677	Belarus
SAMN02419678	Belarus
SAMN02419679	Belarus
SAMN02419680	Belarus
SAMN02419681	Belarus
SAMN02419683	Belarus
SAMN02419685	Belarus
SAMN02419686	Belarus
SAMN02469670	India
SAMN02469671	India
SAMN02469672	India
SAMN02470832	Russia
SAMN02470833	Russia
SAMN02471040	South Africa
SAMN02471041	South Africa
SAMN02471042	Panama
SAMN02471043	Panama
SAMN02471044	Panama
SAMN02471045	Panama
SAMN02471046	Panama
SAMN02471047	Panama
SAMN02471048	Panama
SAMN02471049	Panama
SAMN02471050	Panama
SAMN02471051	Panama
SAMN02471052	Panama
SAMN02471053	Panama
SAMN02471054	Panama
SAMN02471055	Panama
SAMN02471056	Panama
SAMN02471057	Panama
SAMN02471058	Panama
SAMN02471059	Panama
SAMN02471060	Panama
SAMN02471061	Panama
SAMN02471062	Panama
SAMN02471063	Panama
SAMN02471064	Panama
SAMN02471065	Panama
SAMN02471066	Panama
SAMN02471067	Panama
SAMN02471068	Panama
SAMN02471069	Panama
SAMN02471070	Panama
SAMN02471071	Panama
SAMN02471072	Panama
SAMN02471073	Panama
SAMN02471074	Panama
SAMN02471075	Panama
SAMN02471076	Panama
SAMN02471077	Panama
SAMN02471078	Panama
SAMN02471079	Panama
SAMN02471080	Panama
SAMN02471081	Panama
SAMN02471082	Panama
SAMN02471083	Panama
SAMN02471084	Panama
SAMN02471085	Panama
SAMN02471088	USA
SAMN02471089	South Africa
SAMN02471090	South Africa
SAMN02471091	Panama
SAMN02471092	Panama
SAMN02471093	Panama
SAMN02471094	Panama
SAMN02471095	Panama
SAMN02471096	Panama
SAMN02471097	Panama
SAMN02471098	Panama
SAMN02471099	Panama
SAMN02471100	Panama
SAMN02471101	Panama
SAMN02471102	Panama
SAMN02471103	Panama
SAMN02471104	Panama
SAMN02471105	Panama
SAMN02471107	South Africa
SAMN02471108	Panama
SAMN02471109	Panama
SAMN02471110	Panama
SAMN02471111	Panama
SAMN02471112	Panama
SAMN02471113	Panama
SAMN02471435	Malaysia
SAMN02471862	Malaysia
SAMN02472033	Sweden
SAMN02472040	Sweden
SAMN02472041	Sweden
SAMN02567661	Uganda
SAMN02567662	Uganda
SAMN02567670	Uganda
SAMN02567672	Uganda
SAMN02567673	Uganda
SAMN02567674	Uganda
SAMN02567676	Uganda
SAMN02567677	Uganda
SAMN02567678	Uganda
SAMN02567679	Uganda
SAMN02567680	Uganda
SAMN02567682	Uganda
SAMN02567683	Uganda
SAMN02567684	Uganda
SAMN02567685	Uganda
SAMN02567698	Romania
SAMN02567699	Romania
SAMN02567700	Romania
SAMN02567701	Romania
SAMN02567702	Romania
SAMN02567703	Romania
SAMN02567704	Romania
SAMN02567705	Romania
SAMN02567706	Romania
SAMN02567707	Romania
SAMN02567708	Romania
SAMN02567709	Romania
SAMN02567710	Romania
SAMN02567711	Romania
SAMN02567712	Romania
SAMN02567713	Romania
SAMN02567714	Romania
SAMN02567715	Romania
SAMN02567716	Romania
SAMN02567718	Romania
SAMN02567719	Romania
SAMN02567720	Romania
SAMN02567721	Romania
SAMN02567722	Romania
SAMN02567723	Romania
SAMN02567724	Romania
SAMN02567725	Romania
SAMN02567726	Romania
SAMN02567727	Romania
SAMN02567728	Romania
SAMN02567729	Romania
SAMN02567730	Romania
SAMN02567731	Romania
SAMN02567732	Romania
SAMN02567760	Uganda
SAMN02584583	Moldova
SAMN02584584	Moldova
SAMN02584585	Moldova
SAMN02584586	Moldova
SAMN02584587	Moldova
SAMN02584588	Moldova
SAMN02584589	Moldova
SAMN02584590	Moldova
SAMN02584591	Moldova
SAMN02584592	Moldova
SAMN02584593	Moldova
SAMN02584594	Moldova
SAMN02584595	Moldova
SAMN02584596	Moldova
SAMN02584597	Moldova
SAMN02584598	Moldova
SAMN02584599	Moldova
SAMN02584600	Moldova
SAMN02584601	Moldova
SAMN02584602	Moldova
SAMN02584603	Moldova
SAMN02584604	Moldova
SAMN02584605	Moldova
SAMN02584606	Moldova
SAMN02584607	Moldova
SAMN02584608	Moldova
SAMN02584609	Moldova
SAMN02584610	Moldova
SAMN02584611	Moldova
SAMN02584612	Moldova
SAMN02584613	Moldova
SAMN02584614	Moldova
SAMN02584615	Moldova
SAMN02584616	Moldova
SAMN02584617	Moldova
SAMN02584618	Moldova
SAMN02584619	Moldova
SAMN02584620	Moldova
SAMN02584621	Moldova
SAMN02584622	Moldova
SAMN02584623	Moldova
SAMN02584624	Moldova
SAMN02584625	Moldova
SAMN02584626	Moldova
SAMN02584627	Moldova
SAMN02584628	Moldova
SAMN02584629	Moldova
SAMN02584630	Moldova
SAMN02584631	Moldova
SAMN02584633	Moldova
SAMN02584634	Moldova
SAMN02584635	Moldova
SAMN02584636	Moldova
SAMN02584637	Moldova
SAMN02584638	Moldova
SAMN02584639	Moldova
SAMN02584640	Moldova
SAMN02584641	Moldova
SAMN02584642	Moldova
SAMN02584643	Moldova
SAMN02584644	Moldova
SAMN02584645	Moldova
SAMN02584646	Moldova
SAMN02584647	Moldova
SAMN02584648	Moldova
SAMN02584649	Moldova
SAMN02584650	Moldova
SAMN02584651	Moldova
SAMN02584652	Moldova
SAMN02584653	Moldova
SAMN02584654	Moldova
SAMN02584655	Moldova
SAMN02584656	Moldova
SAMN02584657	Moldova
SAMN02584658	Moldova
SAMN02584659	Moldova
SAMN02584660	Moldova
SAMN02584661	Moldova
SAMN02584662	Moldova
SAMN02584663	Moldova
SAMN02584664	Moldova
SAMN02584665	Moldova
SAMN02584666	Moldova
SAMN02584667	Moldova
SAMN02584668	Moldova
SAMN02584669	Moldova
SAMN02584670	Moldova
SAMN02584671	Moldova
SAMN02584672	Moldova
SAMN02584673	Moldova
SAMN02584674	Moldova
SAMN02584675	Moldova
SAMN02584676	Moldova
SAMN02584677	Moldova
SAMN02584678	Moldova
SAMN02585885	South Africa
SAMN02585887	South Africa
SAMN02585888	South Africa
SAMN02585889	South Africa
SAMN02585890	South Africa
SAMN02585891	South Africa
SAMN02585892	South Africa
SAMN02585893	South Africa
SAMN02585894	South Africa
SAMN02585895	South Africa
SAMN02585896	South Africa
SAMN02585897	South Africa
SAMN02585898	South Africa
SAMN02585899	South Africa
SAMN02585900	South Africa
SAMN02585901	South Africa
SAMN02585902	South Africa
SAMN02585904	South Africa
SAMN02585905	South Africa
SAMN02585906	South Africa
SAMN02585907	South Africa
SAMN02585909	South Africa
SAMN02585912	South Africa
SAMN02585916	South Africa
SAMN02585921	South Africa
SAMN02585922	South Africa
SAMN02585923	South Africa
SAMN02585925	South Africa
SAMN02585926	South Africa
SAMN02585927	South Africa
SAMN02585928	South Africa
SAMN02585929	South Africa
SAMN02585930	South Africa
SAMN02585931	South Africa
SAMN02585932	South Africa
SAMN02585934	South Africa
SAMN02585935	South Africa
SAMN02585937	South Africa
SAMN02585938	South Africa
SAMN02585940	South Africa
SAMN02585941	South Africa
SAMN02585942	South Africa
SAMN02585943	South Africa
SAMN02585944	South Africa
SAMN02585945	South Africa
SAMN02585947	South Africa
SAMN02585948	South Africa
SAMN02585949	South Africa
SAMN02585950	South Africa
SAMN02585951	South Africa
SAMN02585953	South Africa
SAMN02585954	South Africa
SAMN02585955	South Africa
SAMN02585956	South Africa
SAMN02585957	South Africa
SAMN02585958	South Africa
SAMN02585959	South Africa
SAMN02585960	South Africa
SAMN02585962	South Africa
SAMN02585964	South Africa
SAMN02585965	South Africa
SAMN02585966	South Africa
SAMN02585967	South Africa
SAMN02585968	South Africa
SAMN02585969	South Africa
SAMN02585971	South Africa
SAMN02585972	South Africa
SAMN02585973	South Africa
SAMN02585974	South Africa
SAMN02585975	South Africa
SAMN02585976	South Africa
SAMN02585977	South Africa
SAMN02585978	South Africa
SAMN02585979	South Africa
SAMN02585980	South Africa
SAMN02585981	South Africa
SAMN02585983	South Africa
SAMN02585985	South Africa
SAMN02585986	South Africa
SAMN02585987	South Africa
SAMN02585988	South Africa
SAMN02585990	South Africa
SAMN02585991	South Africa
SAMN02585992	South Africa
SAMN02585993	South Africa
SAMN02585996	South Africa
SAMN02585997	South Africa
SAMN02585999	South Africa
SAMN02586000	South Africa
SAMN02586001	South Africa
SAMN02586002	South Africa
SAMN02586003	South Africa
SAMN02586004	South Africa
SAMN02586007	South Africa
SAMN02586008	South Africa
SAMN02586009	South Africa
SAMN02586011	South Africa
SAMN02586012	South Africa
SAMN02586014	South Africa
SAMN02586015	South Africa
SAMN02586016	South Africa
SAMN02586017	South Africa
SAMN02586018	South Africa
SAMN02586019	South Africa
SAMN02586021	South Africa
SAMN02586022	South Africa
SAMN02586023	South Africa
SAMN02586024	South Africa
SAMN02586025	South Africa
SAMN02586026	South Africa
SAMN02586027	South Africa
SAMN02586028	South Africa
SAMN02586029	South Africa
SAMN02586030	South Africa
SAMN02586031	South Africa
SAMN02586032	South Africa
SAMN02586033	South Africa
SAMN02586034	South Africa
SAMN02586035	South Africa
SAMN02586037	South Africa
SAMN02586039	South Africa
SAMN02586040	South Africa
SAMN02586041	South Africa
SAMN02586042	South Africa
SAMN02586043	South Africa
SAMN02586044	South Africa
SAMN02586045	South Africa
SAMN02586046	South Africa
SAMN02586047	South Africa
SAMN02586049	South Africa
SAMN02586050	South Africa
SAMN02586051	South Africa
SAMN02586055	South Africa
SAMN02586056	South Africa
SAMN02586059	South Africa
SAMN02586060	South Africa
SAMN02586061	South Africa
SAMN02586062	South Africa
SAMN02586064	South Africa
SAMN02586065	South Africa
SAMN02586067	South Africa
SAMN02586070	South Africa
SAMN02586071	South Africa
SAMN02586072	South Africa
SAMN02586074	South Africa
SAMN02586077	South Africa
SAMN02586079	South Africa
SAMN02586080	South Africa
SAMN02586082	South Africa
SAMN02586083	South Africa
SAMN02586084	South Africa
SAMN02586085	South Africa
SAMN02586087	South Africa
SAMN02586088	South Africa
SAMN02586090	South Africa
SAMN02586091	South Africa
SAMN02586092	South Africa
SAMN02586093	South Africa
SAMN02586094	South Africa
SAMN02586095	South Africa
SAMN02586097	South Africa
SAMN02586099	South Africa
SAMN02586101	South Africa
SAMN02586102	India
SAMN02586104	South Africa
SAMN02597331	Kazakhstan
SAMN02597332	Kazakhstan
SAMN02598956	India
SAMN02598957	India
SAMN02598958	India
SAMN02598959	India
SAMN02598960	India
SAMN02598961	India
SAMN02598962	India
SAMN02598963	India
SAMN02598964	India
SAMN02598965	India
SAMN02598966	India
SAMN02598967	India
SAMN02598968	India
SAMN02598969	India
SAMN02598970	India
SAMN02598971	India
SAMN02598972	India
SAMN02598973	India
SAMN02598974	India
SAMN02598975	India
SAMN02598976	India
SAMN02598977	India
SAMN02598978	India
SAMN02598979	India
SAMN02598980	India
SAMN02598981	India
SAMN02598982	India
SAMN02598983	India
SAMN02598984	India
SAMN02598985	India
SAMN02598986	India
SAMN02598987	India
SAMN02598988	India
SAMN02598989	India
SAMN02598990	India
SAMN02598991	India
SAMN02598992	India
SAMN02598993	India
SAMN02598994	India
SAMN02598995	India
SAMN02598996	India
SAMN02598997	India
SAMN02598998	India
SAMN02598999	India
SAMN02599000	India
SAMN02599001	India
SAMN02599002	India
SAMN02599003	India
SAMN02599004	India
SAMN02599005	India
SAMN02599006	India
SAMN02599007	India
SAMN02599008	India
SAMN02599009	India
SAMN02599010	India
SAMN02599011	India
SAMN02599012	India
SAMN02599013	India
SAMN02599014	India
SAMN02599015	India
SAMN02599016	India
SAMN02599017	India
SAMN02599018	India
SAMN02599019	India
SAMN02599020	India
SAMN02599021	India
SAMN02599022	India
SAMN02599023	India
SAMN02599024	India
SAMN02599025	India
SAMN02599026	India
SAMN02599027	India
SAMN02599028	India
SAMN02599029	India
SAMN02599030	India
SAMN02599031	India
SAMN02599032	India
SAMN02599033	India
SAMN02599034	India
SAMN02599035	India
SAMN02599036	India
SAMN02599037	India
SAMN02599038	India
SAMN02599039	India
SAMN02599040	India
SAMN02599041	India
SAMN02599042	India
SAMN02599043	India
SAMN02599044	India
SAMN02599045	India
SAMN02599046	India
SAMN02599047	India
SAMN02599048	India
SAMN02599049	India
SAMN02599050	India
SAMN02599051	India
SAMN02599052	India
SAMN02599053	India
SAMN02599054	India
SAMN02599055	India
SAMN02599056	India
SAMN02599057	India
SAMN02599058	India
SAMN02599059	India
SAMN02599060	India
SAMN02599061	India
SAMN02599062	India
SAMN02599063	India
SAMN02599064	India
SAMN02599065	India
SAMN02599066	India
SAMN02599067	India
SAMN02599068	India
SAMN02599069	India
SAMN02599070	India
SAMN02599071	India
SAMN02599072	India
SAMN02599073	India
SAMN02599074	India
SAMN02599075	India
SAMN02599076	India
SAMN02599077	India
SAMN02599078	India
SAMN02599079	India
SAMN02599080	India
SAMN02599081	India
SAMN02599082	India
SAMN02599083	India
SAMN02599084	India
SAMN02599085	India
SAMN02599086	India
SAMN02599088	India
SAMN02599089	India
SAMN02599090	India
SAMN02599091	India
SAMN02599092	India
SAMN02599093	India
SAMN02599094	India
SAMN02599095	India
SAMN02599096	India
SAMN02599097	India
SAMN02599098	India
SAMN02599099	India
SAMN02599100	India
SAMN02599101	India
SAMN02599102	India
SAMN02599103	India
SAMN02599104	India
SAMN02599105	India
SAMN02599106	India
SAMN02599107	India
SAMN02599108	India
SAMN02599109	India
SAMN02599110	India
SAMN02599111	India
SAMN02599112	India
SAMN02599113	India
SAMN02599114	India
SAMN02599115	India
SAMN02599116	India
SAMN02599117	India
SAMN02599118	India
SAMN02599119	India
SAMN02599120	India
SAMN02599121	India
SAMN02599122	India
SAMN02599123	India
SAMN02599124	India
SAMN02599125	India
SAMN02599126	India
SAMN02599127	India
SAMN02599129	India
SAMN02599130	India
SAMN02599131	India
SAMN02599132	India
SAMN02599133	India
SAMN02599134	India
SAMN02599135	India
SAMN02599136	India
SAMN02599137	India
SAMN02599138	India
SAMN02599140	India
SAMN02599141	India
SAMN02599142	India
SAMN02599143	India
SAMN02599144	India
SAMN02599145	India
SAMN02599146	India
SAMN02599147	India
SAMN02599148	India
SAMN02599149	India
SAMN02599150	India
SAMN02599151	India
SAMN02599152	India
SAMN02599153	India
SAMN02599154	India
SAMN02599156	India
SAMN02599157	India
SAMN02599158	India
SAMN02599159	India
SAMN02599160	India
SAMN02599161	India
SAMN02599162	India
SAMN02599163	India
SAMN02599164	India
SAMN02599165	India
SAMN02599167	India
SAMN02599168	India
SAMN02599169	India
SAMN02599170	India
SAMN02599171	India
SAMN02599172	India
SAMN02599173	India
SAMN02599174	India
SAMN02599175	India
SAMN02599176	India
SAMN02599177	India
SAMN02599179	India
SAMN02599180	India
SAMN02599181	India
SAMN02599182	India
SAMN02599183	India
SAMN02599184	India
SAMN02603011	China
SAMN02603755	Russia
SAMN02604104	Mexico
SAMN02628478	Iran
SAMN02628479	Iran
SAMN02628481	Iran
SAMN02628483	Iran
SAMN02628484	Iran
SAMN02628485	Iran
SAMN02628487	Iran
SAMN02628488	Iran
SAMN02628489	Iran
SAMN02628490	Iran
SAMN02628491	Iran
SAMN02628493	Iran
SAMN02628494	Iran
SAMN02628498	Iran
SAMN02628499	Iran
SAMN02628500	Iran
SAMN02628501	Iran
SAMN02628502	Iran
SAMN02628503	Iran
SAMN02628504	Iran
SAMN02628505	Iran
SAMN02628506	Iran
SAMN02628507	Iran
SAMN02628508	Iran
SAMN02628509	Iran
SAMN02628510	Iran
SAMN02628517	Iran
SAMN02628520	Iran
SAMN02628522	Iran
SAMN02628523	Iran
SAMN02628526	Iran
SAMN02628527	Iran
SAMN02673323	Mali
SAMN02673324	Mali
SAMN02673325	Mali
SAMN02673326	Mali
SAMN02673327	Mali
SAMN02673328	Mali
SAMN02673329	Mali
SAMN02673330	Mali
SAMN02688394	Taiwan
SAMN02713587	Georgia
SAMN02731427	India
SAMN02767600	South Korea
SAMN02777350	France
SAMN02797826	Taiwan
SAMN02797828	Taiwan
SAMN02803802	Korea
SAMN02819975	Colombia
SAMN02819976	Colombia
SAMN02819977	Colombia
SAMN02819978	Colombia
SAMN02820311	Thailand
SAMN02837622	USA
SAMN02837623	USA
SAMN02837624	USA
SAMN02837625	USA
SAMN02837626	USA
SAMN02837627	USA
SAMN02837628	USA
SAMN02837629	USA
SAMN02837630	USA
SAMN02837631	USA
SAMN02837632	USA
SAMN02837633	USA
SAMN02837634	USA
SAMN02837635	USA
SAMN02837636	USA
SAMN02837637	USA
SAMN02837638	USA
SAMN02837639	USA
SAMN02837640	USA
SAMN02837641	USA
SAMN02837642	USA
SAMN02837643	USA
SAMN02837644	USA
SAMN02837645	USA
SAMN02837646	USA
SAMN02837647	USA
SAMN02837648	USA
SAMN02837649	USA
SAMN02837650	USA
SAMN02837651	USA
SAMN02837652	USA
SAMN02837653	USA
SAMN02837654	USA
SAMN02837655	USA
SAMN02837656	USA
SAMN02837657	USA
SAMN02837658	USA
SAMN02848645	India
SAMN02864173	China
SAMN02864847	China
SAMN02864881	China
SAMN02864882	China
SAMN02864883	China
SAMN02864884	China
SAMN02864885	China
SAMN02864886	China
SAMN02874015	Philippines
SAMN02887314	China
SAMN02899098	Argentina
SAMN02899231	Argentina
SAMN02899232	Argentina
SAMN02902634	Argentina
SAMN02902635	Argentina
SAMN02902636	Argentina
SAMN02902637	Brazil
SAMN02902638	Brazil
SAMN02902639	Brazil
SAMN02902640	Brazil
SAMN02902641	Brazil
SAMN02902642	Brazil
SAMN02902643	Brazil
SAMN02902644	Brazil
SAMN02902645	Brazil
SAMN02911572	Korea
SAMN02911573	Korea
SAMN02911576	Korea
SAMN02911577	Korea
SAMN02911579	Korea
SAMN02911580	Korea
SAMN02940916	Russia
SAMN02943514	China
SAMN02951936	China
SAMN03002394	India
SAMN03081422	South Africa
SAMN03175163	South Korea
SAMN03177465	South Korea
SAMN03177466	South Korea
SAMN03177469	South Korea
SAMN03177470	South Korea
SAMN03177471	South Korea
SAMN03177473	South Korea
SAMN03177474	South Korea
SAMN03177475	South Korea
SAMN03177477	South Korea
SAMN03177478	South Korea
SAMN03177480	South Korea
SAMN03177481	South Korea
SAMN03177483	South Korea
SAMN03177484	South Korea
SAMN03177485	South Korea
SAMN03177486	South Korea
SAMN03177487	South Korea
SAMN03177488	South Korea
SAMN03177489	South Korea
SAMN03177490	South Korea
SAMN03177491	South Korea
SAMN03177492	South Korea
SAMN03177493	South Korea
SAMN03177494	South Korea
SAMN03177495	South Korea
SAMN03177496	South Korea
SAMN03177497	South Korea
SAMN03196604	South Korea
SAMN03257096	China
SAMN03265108	Thailand
SAMN03267964	Mexico
SAMN03272559	Russia
SAMN03288261	Brazil
SAMN03290670	South Korea
SAMN03290698	Malaysia
SAMN03290700	Malaysia
SAMN03291410	Mozambique
SAMN03295492	Brazil
SAMN03301665	China
SAMN03338741	Malaysia
SAMN03338742	Malaysia
SAMN03338743	Malaysia
SAMN03338744	Malaysia
SAMN03372109	New Zealand
SAMN03460429	Russia
SAMN03496755	Russia
SAMN03658568	Russia
SAMN03761171	Korea
SAMN03776961	Uruguay
SAMN03793145	Thailand
SAMN03793146	Thailand
SAMN03793151	Thailand
SAMN03813774	USA
SAMN03813775	USA
SAMN03813776	USA
SAMN03813777	USA
SAMN03813778	USA
SAMN03813779	South Africa
SAMN03813780	USA
SAMN03813781	USA
SAMN03813782	USA
SAMN03813783	USA
SAMN03813784	USA
SAMN03813785	USA
SAMN03813786	USA
SAMN03813787	USA
SAMN03813788	USA
SAMN03813789	USA
SAMN03813790	USA
SAMN03813791	USA
SAMN03813792	USA
SAMN03813793	USA
SAMN03813794	USA
SAMN03813795	USA
SAMN03813796	USA
SAMN03813797	USA
SAMN03813798	USA
SAMN03813799	USA
SAMN03813800	USA
SAMN03813801	USA
SAMN03813802	USA
SAMN03813803	USA
SAMN03813804	USA
SAMN03813805	USA
SAMN03813806	USA
SAMN03840761	Thailand
SAMN03861514	Brazil
SAMN03921880	Kazakhstan
SAMN03941250	Taiwan
SAMN04023334	China
SAMN04100097	Mozambique
SAMN04117128	Mozambique
SAMN04129542	USA
SAMN04159245	Malaysia
SAMN04159257	Malaysia
SAMN04241384	South Korea
SAMN04247103	China
SAMN04293604	China
SAMN04364424	Russia
SAMN04479830	Colombia
SAMN04491053	Colombia
SAMN04492771	Malaysia
SAMN04492779	Malaysia
SAMN04492780	Malaysia
SAMN04492781	Malaysia
SAMN04492782	Malaysia
SAMN04492783	Malaysia
SAMN04492784	Malaysia
SAMN04492785	Malaysia
SAMN04492786	Malaysia
SAMN04492787	Malaysia
SAMN04492789	Malaysia
SAMN04492790	Malaysia
SAMN04492791	Malaysia
SAMN04492792	Malaysia
SAMN04492793	Malaysia
SAMN04517448	Thailand
SAMN04550924	Russia
SAMN04595071	Argentina
SAMN04595072	Argentina
SAMN04599205	Myanmar
SAMN04634162	Mozambique
SAMN04634165	Mozambique
SAMN05001334	New Zealand
SAMN05187972	Myanmar
SAMN05257278	Germany
SAMN05362535	South Africa
SAMN05362569	Sweden
SAMN05362572	South Africa
SAMN05362621	South Africa
SAMN05414673	USA
SAMN05447655	Kazakhstan
SAMN05447658	Kazakhstan
SAMN05725038	France
SAMN05791985	Denmark
SAMN05791986	USA
SAMN05791987	USA
SAMN05792585	Peru
SAMN05825228	Peru
SAMN05830624	Peru
SAMN05830709	Peru
SAMN05830710	Peru
SAMN05830711	Peru
SAMN05833359	Colombia
SAMN05833360	Colombia
SAMN05833361	Colombia
SAMN05833362	Colombia
SAMN05833363	Colombia
SAMN05833364	Colombia
SAMN05915249	Peru
SAMN05915250	Peru
SAMN05915251	Peru
SAMN05915252	Peru
SAMN05915253	Peru
SAMN05915254	Peru
SAMN05915255	Peru
SAMN05915256	Peru
SAMN05915257	Peru
SAMN05915258	Peru
SAMN05915259	Peru
SAMN05915260	Peru
SAMN05915261	Peru
SAMN05915262	Peru
SAMN05915263	Peru
SAMN05915264	Peru
SAMN05915265	Peru
SAMN05915266	Peru
SAMN05915267	Peru
SAMN05915268	Peru
SAMN05915269	Peru
SAMN05915270	Peru
SAMN05915271	Peru
SAMN05915272	Peru
SAMN05915273	Peru
SAMN05915274	Peru
SAMN05915275	Peru
SAMN05915276	Peru
SAMN05915277	Peru
SAMN05915278	Peru
SAMN05915279	Peru
SAMN05915280	Peru
SAMN05915281	Peru
SAMN05915282	Peru
SAMN05915283	Peru
SAMN05915284	Peru
SAMN05915285	Peru
SAMN05915286	Peru
SAMN05915287	Peru
SAMN05915288	Peru
SAMN05915289	Peru
SAMN05915290	Peru
SAMN05915291	Peru
SAMN05915292	Peru
SAMN05915293	Peru
SAMN05916217	Peru
SAMN05916218	Peru
SAMN05916219	Peru
SAMN05916220	Peru
SAMN05916221	Peru
SAMN05916222	Peru
SAMN05916223	Peru
SAMN05916224	Peru
SAMN05916225	Peru
SAMN05916226	Peru
SAMN05916227	Peru
SAMN05916228	Peru
SAMN05916229	Peru
SAMN05916230	Peru
SAMN05916231	Peru
SAMN05916232	Peru
SAMN05916233	Peru
SAMN05916234	Peru
SAMN05916235	Peru
SAMN05916236	Peru
SAMN05916237	Peru
SAMN05916238	Peru
SAMN05916239	Peru
SAMN05916240	Peru
SAMN05916241	Peru
SAMN05916242	Peru
SAMN05916243	Peru
SAMN05916244	Peru
SAMN05916245	Peru
SAMN05916246	Peru
SAMN05916247	Peru
SAMN05916248	Peru
SAMN05916249	Peru
SAMN05916250	Peru
SAMN05916251	Peru
SAMN05916252	Peru
SAMN05916253	Peru
SAMN05916254	Peru
SAMN05916255	Peru
SAMN05916256	Peru
SAMN05916257	Peru
SAMN05916258	Peru
SAMN05916259	Peru
SAMN05916260	Peru
SAMN05916261	Peru
SAMN05916262	Peru
SAMN05916263	Peru
SAMN05916264	Peru
SAMN05916265	Peru
SAMN05916266	Peru
SAMN05916267	Peru
SAMN05916268	Peru
SAMN05916269	Peru
SAMN05916270	Peru
SAMN05916271	Peru
SAMN05916272	Peru
SAMN05916273	Peru
SAMN05916274	Peru
SAMN05916275	Peru
SAMN05916276	Peru
SAMN05916277	Peru
SAMN05916278	Peru
SAMN05916279	Peru
SAMN05916280	Peru
SAMN05916281	Peru
SAMN05916282	Peru
SAMN05916283	Peru
SAMN05916284	Peru
SAMN05916285	Peru
SAMN05916286	Peru
SAMN05916287	Peru
SAMN05916288	Peru
SAMN05916289	Peru
SAMN05916290	Peru
SAMN05916291	Peru
SAMN05916292	Peru
SAMN05916293	Peru
SAMN05916294	Peru
SAMN05916295	Peru
SAMN05916296	Peru
SAMN05916297	Peru
SAMN05916298	Peru
SAMN05916299	Peru
SAMN05916300	Peru
SAMN05916301	Peru
SAMN05916302	Peru
SAMN05916303	Peru
SAMN05916304	Peru
SAMN05916305	Peru
SAMN05916306	Peru
SAMN05916307	Peru
SAMN05916308	Peru
SAMN05916309	Peru
SAMN05916310	Peru
SAMN05916311	Peru
SAMN05916312	Peru
SAMN05916313	Peru
SAMN05916314	Peru
SAMN05916315	Peru
SAMN05916316	Peru
SAMN05916317	Peru
SAMN05916318	Peru
SAMN05916319	Peru
SAMN05916320	Peru
SAMN05916321	Peru
SAMN05916322	Peru
SAMN05916323	Peru
SAMN05916324	Peru
SAMN05916325	Peru
SAMN05916326	Peru
SAMN05916327	Peru
SAMN05916328	Peru
SAMN05916329	Peru
SAMN05916330	Peru
SAMN05916331	Peru
SAMN05916332	Peru
SAMN05916333	Peru
SAMN05916334	Peru
SAMN05916335	Peru
SAMN05916336	Peru
SAMN05916337	Peru
SAMN05916338	Peru
SAMN05916339	Peru
SAMN05916340	Peru
SAMN05916341	Peru
SAMN05916342	Peru
SAMN05916343	Peru
SAMN05916344	Peru
SAMN05916345	Peru
SAMN05916346	Peru
SAMN05916347	Peru
SAMN05916348	Peru
SAMN05916349	Peru
SAMN05916350	Peru
SAMN05916351	Peru
SAMN05916352	Peru
SAMN05916353	Peru
SAMN05916354	Peru
SAMN05916355	Peru
SAMN05916356	Peru
SAMN05916357	Peru
SAMN05916358	Peru
SAMN05916382	Peru
SAMN05916383	Peru
SAMN05916384	Peru
SAMN05916385	Peru
SAMN05916386	Peru
SAMN05916387	Peru
SAMN05916388	Peru
SAMN05916389	Peru
SAMN05916390	Peru
SAMN05916391	Peru
SAMN05916392	Peru
SAMN05916393	Peru
SAMN05916394	Peru
SAMN05916395	Peru
SAMN05916396	Peru
SAMN05916397	Peru
SAMN05916398	Peru
SAMN05916399	Peru
SAMN05916400	Peru
SAMN05916401	Peru
SAMN05916402	Peru
SAMN05916403	Peru
SAMN05916404	Peru
SAMN05916405	Peru
SAMN05916406	Peru
SAMN05916407	Peru
SAMN05916408	Peru
SAMN05916409	Peru
SAMN05916410	Peru
SAMN05916411	Peru
SAMN05916412	Peru
SAMN05916413	Peru
SAMN05916414	Peru
SAMN05916415	Peru
SAMN05916416	Peru
SAMN05916417	Peru
SAMN05916418	Peru
SAMN05916419	Peru
SAMN05916420	Peru
SAMN05916421	Peru
SAMN05916422	Peru
SAMN05916423	Peru
SAMN05916424	Peru
SAMN05916425	Peru
SAMN05916426	Peru
SAMN05916427	Peru
SAMN05916428	Peru
SAMN05916429	Peru
SAMN05916430	Peru
SAMN05916431	Peru
SAMN05916432	Peru
SAMN05916433	Peru
SAMN05916434	Peru
SAMN05916435	Peru
SAMN05916436	Peru
SAMN05916437	Peru
SAMN05916438	Peru
SAMN05916439	Peru
SAMN05916440	Peru
SAMN05916441	Peru
SAMN05916442	Peru
SAMN05916443	Peru
SAMN05916444	Peru
SAMN05916445	Peru
SAMN05916446	Peru
SAMN05916447	Peru
SAMN05916448	Peru
SAMN05916449	Peru
SAMN05916450	Peru
SAMN05916451	Peru
SAMN05916452	Peru
SAMN05916453	Peru
