genome.genome_id	genome_drug.antibiotic	genome_drug.computational_method	genome_drug.evidence	genome_drug.laboratory_typing_method	genome_drug.laboratory_typing_method_version	genome_drug.laboratory_typing_platform	genome_drug.measurement	genome_drug.measurement_sign	genome_drug.measurement_unit	genome_drug.measurement_value	genome_drug.resistant_phenotype	genome_drug.source	genome_drug.taxon_id	genome_drug.testing_standard	genome_drug.testing_standard_year
1417017.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417017		
1417018.3	rifabutin		Laboratory Method	Broth dilution			8		mg/L	8			1417018		
1417018.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			32		mg/L	32			1417018		
1417018.3	ofloxacin		Laboratory Method	Broth dilution			32		mg/L	32			1417018		
1417018.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1417018		
1417018.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417018		
1417018.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417018		
1417018.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417018		
1417018.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417018		
1417018.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1417018		
1417018.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417018		
1417018.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417018		
1417018.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417018		
1417018.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417018		
1417018.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417018		
1417018.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1417018		
1417018.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1417018		
1417018.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417018		
1417018.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417018		
1417018.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417018		
1417018.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1417018		
1417018.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1417018		
1417018.3	isoniazid		Laboratory Method	Broth dilution			2		mg/L	2			1417018		
1417018.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417018		
1417018.3	ethionamide		Laboratory Method	Broth dilution			10		mg/L	10			1417018		
1417018.3	moxifloxacin		Laboratory Method	Broth dilution			8		mg/L	8			1417018		
1417018.3	ethambutol		Laboratory Method	Broth dilution			16		mg/L	16			1417018		
1417018.3	streptomycin		Laboratory Method	Broth dilution			4		mg/L	4			1417018		
1417018.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417018		
1400891.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400891		
1400891.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1400891		
1400891.3	cycloserine		Laboratory Method	Broth dilution			32		mg/L	32			1400891		
1400891.3	ethionamide		Laboratory Method	Broth dilution			10		mg/L	10			1400891		
1400891.3	ethambutol		Laboratory Method	Broth dilution			8		mg/L	8			1400891		
1400891.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			4		mg/L	4			1400891		
1400891.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400891		
1400891.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400891		
1400891.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400891		
1400891.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400891		
1400891.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400891		
1400891.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400891		
1400891.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400891		
1400891.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400891		
1400891.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400891		
1400891.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400891		
1400891.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400891		
1400891.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400891		
1400891.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1400891		
1400891.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400891		
1400891.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400891		
1400891.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400891		
1400891.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400891		
1400891.3	streptomycin		Laboratory Method	Broth dilution			>32	>	mg/L	32			1400891		
1400891.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400891		
1400891.3	isoniazid		Laboratory Method	Broth dilution			1		mg/L	1			1400891		
1400891.3	rifampin		Laboratory Method	Broth dilution			2		mg/L	2			1400891		
1400891.3	ofloxacin		Laboratory Method	Broth dilution			4		mg/L	4			1400891		
1400891.3	moxifloxacin		Laboratory Method	Broth dilution			2		mg/L	2			1400891		
1417019.3	streptomycin		Laboratory Method	Broth dilution			2		mg/L	2			1417019		
1417019.3	moxifloxacin		Laboratory Method	Broth dilution			2		mg/L	2			1417019		
1417019.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1417019		
1417019.3	rifabutin		Laboratory Method	Broth dilution			2		mg/L	2			1417019		
1417019.3	isoniazid		Laboratory Method	Broth dilution			4		mg/L	4			1417019		
1417019.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417019		
1417019.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417019		
1417019.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417019		
1417019.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417019		
1417019.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417019		
1417019.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1417019		
1417019.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417019		
1417019.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417019		
1417019.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417019		
1417019.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417019		
1417019.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1417019		
1417019.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1417019		
1417019.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417019		
1417019.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417019		
1417019.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417019		
1417019.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1417019		
1417019.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			16		mg/L	16			1417019		
1417019.3	ethionamide		Laboratory Method	Broth dilution			5		mg/L	5			1417019		
1417019.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417019		
1417019.3	ofloxacin		Laboratory Method	Broth dilution			8		mg/L	8			1417019		
1417019.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417019		
1417019.3	cycloserine		Laboratory Method	Broth dilution			16		mg/L	16			1417019		
1417019.3	ethambutol		Laboratory Method	Broth dilution			8		mg/L	8			1417019		
1400893.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400893		
1400893.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400893		
1400893.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400893		
1400893.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			2		mg/L	2			1400893		
1400893.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400893		
1400893.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400893		
1400893.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400893		
1400893.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400893		
1400893.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400893		
1400893.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400893		
1400893.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400893		
1400893.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400893		
1400893.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400893		
1400893.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400893		
1400893.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400893		
1400893.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400893		
1400893.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400893		
1400893.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400893		
1400893.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400893		
1400893.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400893		
1400893.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400893		
1400893.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400893		
1400893.3	isoniazid		Laboratory Method	Broth dilution			0.06		mg/L	0.06			1400893		
1400893.3	moxifloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400893		
1400893.3	kanamycin		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1400893		
1400893.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400893		
1400893.3	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1400893		
1400893.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400893		
1417020.3	moxifloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1417020		
1417020.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1417020		
1417020.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1417020		
1417020.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417020		
1417020.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417020		
1417020.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1417020		
1417020.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1417020		
1417020.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417020		
1417020.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417020		
1417020.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417020		
1417020.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417020		
1417020.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417020		
1417020.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417020		
1417020.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1417020		
1417020.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1417020		
1417020.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417020		
1417020.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417020		
1417020.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417020		
1417020.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1417020		
1417020.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1417020		
1417020.3	ethionamide		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1417020		
1417020.3	ethambutol		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1417020		
1417020.3	ofloxacin		Laboratory Method	Broth dilution			2		mg/L	2			1417020		
1417020.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1417020		
1417020.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1417020		
1417020.3	cycloserine		Laboratory Method	Broth dilution			4		mg/L	4			1417020		
1417020.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1417020		
1417020.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1417020		
1400894.3	isoniazid		Laboratory Method	Broth dilution			0.06		mg/L	0.06			1400894		
1400894.3	ethionamide		Laboratory Method	Broth dilution			0.3		mg/L	0.3			1400894		
1400894.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400894		
1400894.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400894		
1400894.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400894		
1400894.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400894		
1400894.3	moxifloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400894		
1400894.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400894		
1400894.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400894		
1400894.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400894		
1400894.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400894		
1400894.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400894		
1400894.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400894		
1400894.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400894		
1400894.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400894		
1400894.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400894		
1400894.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400894		
1400894.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400894		
1400894.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400894		
1400894.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400894		
1400894.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400894		
1400894.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400894		
1400894.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400894		
1400894.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400894		
1400894.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400894		
1400894.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400894		
1400894.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400894		
1400894.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			1		mg/L	1			1400894		
1417021.3	cycloserine		Laboratory Method	Broth dilution			16		mg/L	16			1417021		
1417021.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1417021		
1417021.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			2		mg/L	2			1417021		
1417021.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417021		
1417021.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417021		
1417021.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1417021		
1417021.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1417021		
1417021.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417021		
1417021.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417021		
1417021.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417021		
1417021.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417021		
1417021.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417021		
1417021.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417021		
1417021.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1417021		
1417021.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1417021		
1417021.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417021		
1417021.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417021		
1417021.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417021		
1417021.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1417021		
1417021.3	moxifloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1417021		
1417021.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1417021		
1417021.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1417021		
1417021.3	isoniazid		Laboratory Method	Broth dilution			0.06		mg/L	0.06			1417021		
1417021.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1417021		
1417021.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1417021		
1417021.3	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1417021		
1417021.3	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1417021		
1417021.3	kanamycin		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1417021		
1400895.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400895		
1400895.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400895		
1400895.3	kanamycin		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1400895		
1400895.3	moxifloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400895		
1400895.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400895		
1400895.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400895		
1400895.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400895		
1400895.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400895		
1400895.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400895		
1400895.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400895		
1400895.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400895		
1400895.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400895		
1400895.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400895		
1400895.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400895		
1400895.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400895		
1400895.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400895		
1400895.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400895		
1400895.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400895		
1400895.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400895		
1400895.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400895		
1400895.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400895		
1400895.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400895		
1400895.3	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1400895		
1400895.3	ethionamide		Laboratory Method	Broth dilution			0.3		mg/L	0.3			1400895		
1400895.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			1		mg/L	1			1400895		
1400895.3	cycloserine		Laboratory Method	Broth dilution			4		mg/L	4			1400895		
1400895.3	ofloxacin		Laboratory Method	Broth dilution			2		mg/L	2			1400895		
1400895.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400895		
1400895.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400895		
1400897.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400897		
1400897.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400897		
1400897.3	moxifloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400897		
1400897.3	ethionamide		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400897		
1400897.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400897		
1400897.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400897		
1400897.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400897		
1400897.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400897		
1400897.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400897		
1400897.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400897		
1400897.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400897		
1400897.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400897		
1400897.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400897		
1400897.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400897		
1400897.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400897		
1400897.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400897		
1400897.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400897		
1400897.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400897		
1400897.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400897		
1400897.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400897		
1400897.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400897		
1400897.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400897		
1400897.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400897		
1400897.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400897		
1400897.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400897		
1400897.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400897		
1400897.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400897		
1400897.3	kanamycin		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1400897		
1400897.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400897		
1400898.3	moxifloxacin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400898		
1400898.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400898		
1400898.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400898		
1400898.3	rifabutin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400898		
1400898.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400898		
1400898.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400898		
1400898.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400898		
1400898.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400898		
1400898.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400898		
1400898.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400898		
1400898.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400898		
1400898.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400898		
1400898.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400898		
1400898.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400898		
1400898.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400898		
1400898.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400898		
1400898.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400898		
1400898.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400898		
1400898.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400898		
1400898.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400898		
1400898.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400898		
1400898.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400898		
1400898.3	rifampin		Laboratory Method	Broth dilution			4		mg/L	4			1400898		
1400898.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400898		
1400898.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			1		mg/L	1			1400898		
1400898.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400898		
1400898.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400898		
1400898.3	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1400898		
1400898.3	isoniazid		Laboratory Method	Broth dilution			2		mg/L	2			1400898		
1400899.3	streptomycin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400899		
1400899.3	moxifloxacin		Laboratory Method	Broth dilution			0.06		mg/L	0.06			1400899		
1400899.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400899		
1400899.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400899		
1400899.3	cycloserine		Laboratory Method	Broth dilution			2		mg/L	2			1400899		
1400899.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400899		
1400899.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400899		
1400899.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400899		
1400899.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400899		
1400899.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400899		
1400899.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400899		
1400899.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400899		
1400899.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400899		
1400899.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400899		
1400899.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400899		
1400899.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400899		
1400899.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400899		
1400899.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400899		
1400899.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400899		
1400899.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400899		
1400899.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400899		
1400899.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400899		
