BioSample	Alias	ArrayExpress-Species	Biosample	ENA checklist	ENA first public	ENA last update	ENA-CHECKLIST	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	SRA accession	Submitter Id	Title	collected_by	collection_date	common name	genotype	geo_loc_name	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	pubmed id	pubmed_id	sample_name	species	strain
SAMEA961632	Bir_105-sc-2011-03-07-1093573			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T10:06:08Z	public	ERS024292		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2003			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024292		Bir 105
SAMEA961633	Bir_106-sc-2011-03-07-1093574			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T11:42:37Z	public	ERS024293		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024293		Bir 106
SAMEA961634	Bir_103-sc-2011-03-07-1093571			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T09:53:15Z	public	ERS024290		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024290		Bir 103
SAMEA961636	Bir_109-sc-2011-03-07-1093577			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T11:42:37Z	public	ERS024296		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024296		Bir 109
SAMEA961637	Bir_110-sc-2011-03-07-1093578			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T09:53:20Z	public	ERS024297		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024297		Bir 110
SAMEA961638	Bir_107-sc-2011-03-07-1093575			ERC000011						SC	2011-08-03T12:33:55Z	2018-03-09T09:53:20Z	public	ERS024294		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024294		Bir 107
SAMEA961639	Bir_108-sc-2011-03-07-1093576			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T09:53:10Z	public	ERS024295		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024295		Bir 108
SAMEA961640	BIR_14-sc-2010-07-26-254184			ERC000011						SC	2010-07-26T13:12:26Z	2018-03-09T09:52:34Z	public	ERS013340		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2000			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS013340		BIR-14
SAMEA961641	BIR_15-sc-2010-07-26-254185			ERC000011						SC	2010-07-26T13:12:26Z	2018-03-09T10:06:02Z	public	ERS013341		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2002			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS013341		BIR-15
SAMEA961642	Bir_29-sc-2011-03-07-1093499			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:14Z	public	ERS024218		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024218		Bir 29
SAMEA961643	Bir_30-sc-2011-03-07-1093500			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:19Z	public	ERS024219		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024219		Bir 30
SAMEA961644	Bir_16-sc-2011-03-07-1093494			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:19Z	public	ERS024213		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2002			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024213		Bir 16
SAMEA961645	Bir_26-sc-2011-03-07-1093497			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T10:06:05Z	public	ERS024216		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024216		Bir 26
SAMEA961646	Bir_27-sc-2011-03-07-1093498			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T10:06:05Z	public	ERS024217		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024217		Bir 27
SAMEA961647	Bir_18-sc-2011-03-07-1093495			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:20Z	public	ERS024214		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2004			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024214		Bir 18
SAMEA961648	Bir_22-sc-2011-03-07-1093496			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:11Z	public	ERS024215		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2002			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024215		Bir 22
SAMEA961649	Bir_111-sc-2011-03-07-1093579			ERC000011						SC	2011-08-03T12:33:56Z	2018-03-09T09:53:10Z	public	ERS024298		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024298		Bir 111
SAMEA961650	Bir_41-sc-2011-03-07-1093510			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:20Z	public	ERS024229		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024229		Bir 41
SAMEA961651	Bir_40-sc-2011-03-07-1093509			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:59:24Z	public	ERS024228		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2005			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024228		Bir 40
SAMEA961652	Bir_39-sc-2011-03-07-1093508			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:14Z	public	ERS024227		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2003			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024227		Bir 39
SAMEA961653	Bir_38-sc-2011-03-07-1093507			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T10:06:05Z	public	ERS024226		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2004			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024226		Bir 38
SAMEA961654	Bir_37-sc-2011-03-07-1093506			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T10:06:05Z	public	ERS024225		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2004			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024225		Bir 37
SAMEA961655	Bir_36-sc-2011-03-07-1093505			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:14Z	public	ERS024224		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024224		Bir 36
SAMEA961656	Bir_35-sc-2011-03-07-1093504			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:20Z	public	ERS024223		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024223		Bir 35
SAMEA961657	Bir_34-sc-2011-03-07-1093503			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:19Z	public	ERS024222		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024222		Bir 34
SAMEA961658	Bir_33-sc-2011-03-07-1093502			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T10:06:05Z	public	ERS024221		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024221		Bir 33
SAMEA961659	Bir_31-sc-2011-03-07-1093501			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:20Z	public	ERS024220		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024220		Bir 31
SAMEA961660	Bir_42-sc-2011-03-07-1093511			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T11:42:37Z	public	ERS024230		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024230		Bir 42
SAMEA961661	Bir_43-sc-2011-03-07-1093512			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:19Z	public	ERS024231		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024231		Bir 43
SAMEA961662	Bir_44-sc-2011-03-07-1093513			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:20Z	public	ERS024232		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2005			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024232		Bir 44
SAMEA961663	Bir_45-sc-2011-03-07-1093514			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:14Z	public	ERS024233		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024233		Bir 45
SAMEA961664	Bir_47-sc-2011-03-07-1093515			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:53:19Z	public	ERS024234		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2003			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024234		Bir 47
SAMEA961665	Bir_48-sc-2011-03-07-1093516			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T10:06:05Z	public	ERS024235		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2003			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024235		Bir 48
SAMEA961666	Bir_49-sc-2011-03-07-1093517			ERC000011						SC	2011-07-20T15:09:22Z	2018-03-09T09:59:24Z	public	ERS024236		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2005			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024236		Bir 49
SAMEA961668	Bir_51-sc-2011-03-07-1093519			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T10:03:18Z	public	ERS024238		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024238		Bir 51
SAMEA961669	Bir_52-sc-2011-03-07-1093520			ERC000011						SC	2011-07-11T10:08:14Z	2018-03-09T09:53:14Z	public	ERS024239		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2006			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024239		Bir 52
SAMEA961670	Bir_58-sc-2011-03-07-1093526			ERC000011						SC	2011-07-11T10:08:14Z	2018-03-09T10:06:05Z	public	ERS024245		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024245		Bir 58
SAMEA961671	Bir_57-sc-2011-03-07-1093525			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T09:53:20Z	public	ERS024244		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024244		Bir 57
SAMEA961672	Bir_60-sc-2011-03-07-1093528			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T11:42:37Z	public	ERS024247		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024247		Bir 60
SAMEA961673	Bir_59-sc-2011-03-07-1093527			ERC000011						SC	2011-07-11T10:08:14Z	2018-03-09T09:53:19Z	public	ERS024246		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024246		Bir 59
SAMEA961674	Bir_54-sc-2011-03-07-1093522			ERC000011						SC	2011-07-11T10:08:14Z	2018-03-09T09:53:20Z	public	ERS024241		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024241		Bir 54
SAMEA961675	Bir_53-sc-2011-03-07-1093521			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T09:53:19Z	public	ERS024240		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024240		Bir 53
SAMEA961676	Bir_56-sc-2011-03-07-1093524			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T10:03:18Z	public	ERS024243		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024243		Bir 56
SAMEA961677	Bir_55-sc-2011-03-07-1093523			ERC000011						SC	2011-07-11T10:08:14Z	2018-03-09T09:53:14Z	public	ERS024242		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2008			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024242		Bir 55
SAMEA961678	Bir_62-sc-2011-03-07-1093530			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T10:06:05Z	public	ERS024249		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024249		Bir 62
SAMEA961679	Bir_61-sc-2011-03-07-1093529			ERC000011						SC	2011-07-11T10:08:15Z	2018-03-09T09:53:14Z	public	ERS024248		Mycobacterium tuberculosis; Mycobacterium tuberculosis		2007			United Kingdom: Midlands	Homo sapiens		disease: tuberculosis					23158499	ERS024248		Bir 61
SAMN03647097																	missing	missing			missing	missing	missing		09e2336e-6bce-436a-82a1-0e46c2886c7a	missing	missing					
SAMN03647098																	missing	missing			missing	missing	missing		0b06913e-83b8-411c-885f-2bd9f431727c	missing	missing					
SAMN03647099																	missing	missing			missing	missing	missing		a6c818e5-9def-4c6f-9e71-223dce55758f	missing	missing					
SAMN03647100																	missing	missing			missing	missing	missing		2eaaf288-acfa-429c-97e9-c72e2881ea2e	missing	missing					
SAMN03647101																	missing	missing			missing	missing	missing		72584bce-4c35-4387-9b9f-93824595d22b	missing	missing					
SAMN03647102																	missing	missing			missing	missing	missing		a53e1218-c4c0-417e-80e4-b1cc8b427786	missing	missing					
SAMN03647103																	missing	missing			missing	missing	missing		5084c00f-a6e6-4de2-9312-fe33ae4547be	missing	missing					
SAMN03647104																	missing	missing			missing	missing	missing		d6409baf-df99-4534-95a6-56dee53dd924	missing	missing					
SAMN03647105																	missing	missing			missing	missing	missing		01d13cd4-4ce7-4645-ba7e-b2893cf39672	missing	missing					
SAMN03647106																	missing	missing			missing	missing	missing		c628e1f0-ea74-4c2b-82c8-fc64621e50d6	missing	missing					
SAMN03647107																	missing	missing			missing	missing	missing		4d2658df-83da-4b8f-a609-9163be60aaeb	missing	missing					
SAMN03647108																	missing	missing			missing	missing	missing		44014a88-867d-48f8-9b2d-149a2bf280a5	missing	missing					
SAMN03647109																	missing	missing			missing	missing	missing		809ce967-e981-400d-916a-0942c489235e	missing	missing					
SAMN03647110																	missing	missing			missing	missing	missing		a49ec395-5d86-44d3-933d-f45ddeab1768	missing	missing					
SAMN03647111																	missing	missing			missing	missing	missing		8a940a18-b93f-4240-8bb0-f35f43020468	missing	missing					
SAMN03647112																	missing	missing			missing	missing	missing		aaed818b-0b6b-4b3c-bb2f-d6096a73e372	missing	missing					
SAMN03647113																	missing	missing			missing	missing	missing		f91d3858-1db3-457e-a2d8-b86fae46122f	missing	missing					
SAMN03647114																	missing	missing			missing	missing	missing		14871505-e0b6-4bce-8c24-6b084da837e5	missing	missing					
SAMN03647115																	missing	missing			missing	missing	missing		d53bef73-38dc-4f36-811f-8e3091eabcc3	missing	missing					
SAMN03647116																	missing	missing			missing	missing	missing		8502b200-c1b1-4d79-b01c-bdbec4fb567e	missing	missing					
SAMN03647117																	missing	missing			missing	missing	missing		6a994492-f7ee-49de-bbe0-81caddf3b77d	missing	missing					
SAMN03647118																	missing	missing			missing	missing	missing		691e8138-3a63-4972-9934-2608d7ec3eba	missing	missing					
SAMN03647119																	missing	missing			missing	missing	missing		ee58b583-6c35-4025-a875-44a484e725ff	missing	missing					
SAMN03647120																	missing	missing			missing	missing	missing		9b72f922-7cf5-41f5-81a6-aa578aea6681	missing	missing					
SAMN03647121																	missing	missing			missing	missing	missing		438ce217-6bd2-4df6-b5d2-9aa451455c43	missing	missing					
SAMN03647122																	missing	missing			missing	missing	missing		cbb53d51-4051-4321-936f-0bdf4b96a8b2	missing	missing					
SAMN03647123																	missing	missing			missing	missing	missing		c6da1da0-c6e3-42db-a408-7b8bb1334db4	missing	missing					
SAMN03647124																	missing	missing			missing	missing	missing		cf117e89-78d7-4134-a0fe-badcb1d1b723	missing	missing					
SAMN03647125																	missing	missing			missing	missing	missing		ef9ae8d5-3115-4f6f-9cbd-5ab96e553cb0	missing	missing					
SAMN03647126																	missing	missing			missing	missing	missing		48e74912-141c-4a4a-914a-d2688b0c492f	missing	missing					
SAMN03647127																	missing	missing			missing	missing	missing		e4e24875-c220-4ee3-9196-8669d11c0447	missing	missing					
SAMN03647128																	missing	missing			missing	missing	missing		8457418e-20cb-4f99-b5eb-48475d634e77	missing	missing					
SAMN03647129																	missing	missing			missing	missing	missing		0c28868d-7384-4329-b58c-4221c2e3cc6d	missing	missing					
SAMN03647130																	missing	missing			missing	missing	missing		08752e77-1db6-4a48-9501-00abaae932f7	missing	missing					
SAMN03647131																	missing	missing			missing	missing	missing		5cb2960b-dd25-47af-8b78-b008b3d89745	missing	missing					
SAMN03647132																	missing	missing			missing	missing	missing		0e7348c0-91db-4c67-b8b9-bb53f0ae9305	missing	missing					
SAMN03647133																	missing	missing			missing	missing	missing		ef30d12b-be02-4535-9302-36f149d29a04	missing	missing					
SAMN03647134																	missing	missing			missing	missing	missing		60a1251f-9163-4275-983c-0bdef3ecdce6	missing	missing					
SAMN03647135																	missing	missing			missing	missing	missing		9b70824d-1529-435e-92e9-9ae8a275675b	missing	missing					
SAMN03647136																	missing	missing			missing	missing	missing		96b4b805-de91-4b68-9179-5f4ce7893a7d	missing	missing					
SAMN03647137																	missing	missing			missing	missing	missing		7d998e7d-7207-4128-9cfb-ded1dc98be65	missing	missing					
SAMN03647138																	missing	missing			missing	missing	missing		68bcfbff-c4cd-421a-b67b-14f2f35bf444	missing	missing					
SAMN03647139																	missing	missing			missing	missing	missing		24cfd20a-746b-4067-9031-e4a642ccd1bb	missing	missing					
SAMN03647140																	missing	missing			missing	missing	missing		d6ffa2e4-3d30-4e5d-a3ca-a2b9dbce1432	missing	missing					
SAMN03647141																	missing	missing			missing	missing	missing		34a97cce-057b-4aa2-a501-5ebb11678b99	missing	missing					
SAMN03647142																	missing	missing			missing	missing	missing		978a9e7d-41dd-4cf6-b1f1-ff8e459ebb5f	missing	missing					
SAMN03647143																	missing	missing			missing	missing	missing		c389241c-0bb1-42af-ba26-05127b953b35	missing	missing					
SAMN03647144																	missing	missing			missing	missing	missing		3a627c7a-7669-4532-b7e4-d23617952c29	missing	missing					
SAMN03647145																	missing	missing			missing	missing	missing		2b1a9d9b-1415-4dec-8a5d-7336d1e82408	missing	missing					
SAMN03647146																	missing	missing			missing	missing	missing		9db9a899-209c-4f9a-8f53-bf2323f8ea0a	missing	missing					
SAMN03647147																	missing	missing			missing	missing	missing		5791fe33-6a54-4e66-b5fc-4196ecdd6d9e	missing	missing					
SAMN03647148																	missing	missing			missing	missing	missing		9158e8f0-ba7f-43ec-91a9-7e70d92254bb	missing	missing					
SAMN03647149																	missing	missing			missing	missing	missing		4ae9ad47-5ff8-4e80-937d-effba747694c	missing	missing					
SAMN03647150																	missing	missing			missing	missing	missing		e8016f29-577d-4c70-b32d-a5f45b8c9347	missing	missing					
SAMN03647151																	missing	missing			missing	missing	missing		7c9ab442-54d1-4998-94d3-e7bf31f1ef79	missing	missing					
SAMN03647152																	missing	missing			missing	missing	missing		c45d1c99-9954-4873-b4a6-1ba2e5e8a2ff	missing	missing					
SAMN03647153																	missing	missing			missing	missing	missing		94dd7d61-129d-4cfa-b9df-2ce0d8f7f140	missing	missing					
SAMN03647154																	missing	missing			missing	missing	missing		7a48e93b-8a1e-42fb-b208-ab693d2d8ece	missing	missing					
SAMN03647155																	missing	missing			missing	missing	missing		b1853e52-7a47-4a48-87ac-c01fa10a3d98	missing	missing					
SAMN03647156																	missing	missing			missing	missing	missing		e2a810db-f115-4b62-8135-cd23df5b76aa	missing	missing					
SAMN03647157																	missing	missing			missing	missing	missing		66f88986-6731-4fff-81c4-42f96051e169	missing	missing					
SAMN03647158																	missing	missing			missing	missing	missing		3bce08ed-ce67-4af7-bf04-3d371f7f5bd1	missing	missing					
SAMN03647159																	missing	missing			missing	missing	missing		155e2182-a1fc-46ed-bd9f-a66db0340da3	missing	missing					
SAMN03647160																	missing	missing			missing	missing	missing		04ef4d4e-6407-4123-919d-fdb62dd796d7	missing	missing					
SAMN03647161																	missing	missing			missing	missing	missing		2479fb9d-0da7-458c-8ecc-57d31aa2ed56	missing	missing					
SAMN03647162																	missing	missing			missing	missing	missing		1c3db912-f8f9-42ef-ae7d-9eca97673d1a	missing	missing					
SAMN03647163																	missing	missing			missing	missing	missing		fd31a796-97cf-4bf8-85cb-881b2b4675a5	missing	missing					
SAMN03647164																	missing	missing			missing	missing	missing		eed4f65e-cae8-44da-8b47-e1fd4e2e31c2	missing	missing					
SAMN03647165																	missing	missing			missing	missing	missing		9df3a825-ce07-45c5-9486-6279ab119730	missing	missing					
SAMN03647166																	missing	missing			missing	missing	missing		a4cbf330-b454-4ae9-8f72-b2c96cbb38a9	missing	missing					
SAMN03647167																	missing	missing			missing	missing	missing		d3957607-dab0-4436-a609-91a8080b29b5	missing	missing					
SAMN03647168																	missing	missing			missing	missing	missing		7ea707a7-c6b8-405c-91f2-aa32d3bb73f3	missing	missing					
SAMN03647169																	missing	missing			missing	missing	missing		ff113d0c-ed9d-445c-b0aa-9d15bb7aab95	missing	missing					
SAMN03647170																	missing	missing			missing	missing	missing		04eb5113-3ed5-41e1-9899-3de461f49b94	missing	missing					
SAMN03647171																	missing	missing			missing	missing	missing		b750f7f3-a671-4035-8bc8-c4567844eaa8	missing	missing					
SAMN03647172																	missing	missing			missing	missing	missing		255ca78e-fcfc-4d31-815e-46e58b4d681d	missing	missing					
SAMN03647173																	missing	missing			missing	missing	missing		d58e5dfb-3cd8-4e6a-aeb1-1e1b3f457819	missing	missing					
SAMN03647174																	missing	missing			missing	missing	missing		2f11bec2-cecc-4c4a-98ca-2a07afcea7fa	missing	missing					
SAMN03647175																	missing	missing			missing	missing	missing		60a34799-12c4-445d-8fdd-a1eb42b172c3	missing	missing					
SAMN03647176																	missing	missing			missing	missing	missing		bc7a2475-0eec-413d-9750-2863c95fd0a2	missing	missing					
SAMN03647177																	missing	missing			missing	missing	missing		96f03988-aac3-4c97-831b-e9931e89c5c2	missing	missing					
SAMN03647178																	missing	missing			missing	missing	missing		924d8a47-e579-49d0-a01b-6d505fb7c610	missing	missing					
SAMN03647179																	missing	missing			missing	missing	missing		b1001954-53a3-4806-9f86-bfa8a5df3a9f	missing	missing					
SAMN03647180																	missing	missing			missing	missing	missing		0893a8c0-79c0-48e5-8973-04e67d1cfed5	missing	missing					
SAMN03647181																	missing	missing			missing	missing	missing		524e4ee9-a9e2-417c-836d-f187a156798d	missing	missing					
SAMN03647182																	missing	missing			missing	missing	missing		b6df62c9-65d9-48dd-8347-b4d1cf295eb3	missing	missing					
SAMN03647183																	missing	missing			missing	missing	missing		e5b4a1dd-7ea3-4334-bdb4-67db2e065de6	missing	missing					
SAMN03647184																	missing	missing			missing	missing	missing		5f0fd7ce-9824-44fc-8b60-b55a4c4c0892	missing	missing					
SAMN03647185																	missing	missing			missing	missing	missing		9eb30302-c9ea-4fd4-88f7-54ce44ff723c	missing	missing					
SAMN03647186																	missing	missing			missing	missing	missing		af6b5d2c-15d9-4f95-a788-7a791bbc0800	missing	missing					
SAMN03647187																	missing	missing			missing	missing	missing		8cbc4936-9229-4fee-b5e8-a8856fc684e9	missing	missing					
SAMN03647188																	missing	missing			missing	missing	missing		24bc4333-1631-427b-a854-f912f4e23710	missing	missing					
SAMN03647189																	missing	missing			missing	missing	missing		051608b1-89c4-4d92-9f6f-a85f97fb010a	missing	missing					
SAMN03647190																	missing	missing			missing	missing	missing		72d3b166-3061-44e6-9c8c-af4e19fa6ad5	missing	missing					
SAMN03647191																	missing	missing			missing	missing	missing		85da69fa-6156-41be-8ae8-f7b8572ca80f	missing	missing					
SAMN03647192																	missing	missing			missing	missing	missing		bc1ec66d-8f3c-4562-854f-202be5198e15	missing	missing					
SAMN03647193																	missing	missing			missing	missing	missing		d2b228f9-a85c-4901-b4dd-333a40cd6302	missing	missing					
SAMN03647194																	missing	missing			missing	missing	missing		df1256a4-f2e7-48ae-80b6-ae3b52b7ab34	missing	missing					
SAMN03647195																	missing	missing			missing	missing	missing		986f523d-1857-43f8-9221-855c3544ea12	missing	missing					
SAMN03647196																	missing	missing			missing	missing	missing		3f2d1919-a4ed-47b1-8ec2-997dc45aecac	missing	missing					
SAMN03647197																	missing	missing			missing	missing	missing		0a5d4b3c-55cf-4e45-a258-72375cd804b8	missing	missing					
SAMN03647198																	missing	missing			missing	missing	missing		722a862b-5716-4fbd-a3d4-cb0c3df574d7	missing	missing					
SAMN03647199																	missing	missing			missing	missing	missing		d209bbb8-8174-4337-bfc7-8d31ea6bf8f4	missing	missing					
SAMN03647200																	missing	missing			missing	missing	missing		53c68178-9e71-4dd0-b356-6de0f382e13d	missing	missing					
SAMN03647201																	missing	missing			missing	missing	missing		07962493-ea41-44b2-a834-b2891881fdb7	missing	missing					
SAMN03647202																	missing	missing			missing	missing	missing		7b4f4ab6-3076-4973-b57e-012b0c96dc49	missing	missing					
SAMN03647203																	missing	missing			missing	missing	missing		b6035be1-2d9c-48be-b7c5-572805053b7e	missing	missing					
SAMN03647204																	missing	missing			missing	missing	missing		3a74dff7-da4f-456c-829f-903cc11bab9b	missing	missing					
SAMN03647205																	missing	missing			missing	missing	missing		f36b91cf-a40f-41ee-8037-9cd8b91b399b	missing	missing					
SAMN03647206																	missing	missing			missing	missing	missing		20644f81-882c-4b4f-a0b1-cfefb6eeab48	missing	missing					
SAMN03647207																	missing	missing			missing	missing	missing		f1ba9bc7-d3a4-4e9e-be7f-96d5b7c05e7e	missing	missing					
SAMN03647208																	missing	missing			missing	missing	missing		522a7116-4df8-4592-9d73-6148d1a89123	missing	missing					
SAMN03647209																	missing	missing			missing	missing	missing		da201b15-b6cd-4cc7-b7d2-136227151bd6	missing	missing					
SAMN03647210																	missing	missing			missing	missing	missing		074e7877-7368-4fae-8a8d-cc37547d87d5	missing	missing					
SAMN03647211																	missing	missing			missing	missing	missing		23b9575a-3c51-4a4e-858e-34cf06bfd2a6	missing	missing					
SAMN03647212																	missing	missing			missing	missing	missing		bbd6ec90-48ad-4ce6-90c2-d8da9f62acd0	missing	missing					
SAMN03647213																	missing	missing			missing	missing	missing		175f1d36-d3f9-4f82-a788-efca4157b81c	missing	missing					
